"CpGs","GSM1052046_5730053027_R06C02","GSM1051753_7800246044_R02C02","GSM1052111_5730192042_R04C02","GSM1052007_5771710059_R01C02","GSM1051948_5730504060_R06C02","GSM1052043_5730053027_R01C02","GSM1051566_7800246123_R06C01","GSM1051939_5730504060_R01C01","GSM1051533_7800246024_R03C02","GSM1051613_7800246188_R01C02","GSM1051547_7800246085_R05C02","GSM1052164_5730053030_R02C01","GSM1051860_7512560128_R05C02","GSM1051726_7800246040_R05C01","GSM1051827_7512560115_R01C01","GSM1051653_7800246043_R01C01","GSM1051787_7800246068_R03C02","GSM1051564_7800246123_R04C01","GSM1051557_7800246087_R03C02","GSM1051914_5730504013_R05C02","GSM1051623_7796814016_R01C02","GSM1051714_7800246034_R05C01","GSM1051645_7800246018_R05C01","GSM1051603_7800246140_R03C02","GSM1051617_7800246188_R06C02","GSM1051884_7766130166_R06C02","GSM1051612_7800246188_R06C01","GSM1051712_7800246034_R03C01","GSM1051996_5771710048_R05C02","GSM1052028_5730053011_R01C01","GSM1051571_7800246123_R05C02","GSM1051672_7800246054_R04C02","GSM1051888_5730192015_R06C01","GSM1051921_5730504014_R01C02","GSM1051812_7512560103_R03C02","GSM1051646_7800246018_R06C01","GSM1051808_7512560103_R05C01","GSM1052190_5730053041_R01C02","GSM1051574_7800246132_R02C01","GSM1051992_5771710048_R02C01","GSM1051804_7512560103_R01C01","GSM1052213_5730053048_R06C02","GSM1051527_7800246024_R03C01","GSM1051602_7800246140_R02C02","GSM1051747_7800246044_R02C01","GSM1051755_7800246044_R04C02","GSM1051851_7512560128_R01C01","GSM1052037_5730053011_R06C02","GSM1051989_5771710030_R03C02","GSM1051761_7800246046_R05C01"
"cg11814087",0.405541925800737,0.478007903917999,0.409084634249995,0.350238977713375,0.295056599198398,0.267978196598316,0.364272234687723,0.214705190784309,0.453846020050349,0.256423755974609,0.369189129588793,0.311784296292328,0.457322302185808,0.407498744415607,0.412323159509161,0.527113978006515,0.495285847216095,0.369700158462002,0.379381738003045,0.38253397703134,0.418637872784356,0.484041112100069,0.282354122972899,0.540365649968425,0.241982304361794,0.410017865988525,0.324503384354129,0.57557079984391,0.163595134308991,0.523002942713573,0.418755885442584,0.340727772246641,0.269084633677671,0.211132426974987,0.42168510997945,0.260977717197231,0.448598407816195,0.379972218726183,0.413143887802097,0.407971510933683,0.536104705568697,0.545738341443188,0.249495327909897,0.414523940864256,0.279427679947352,0.476016314305768,0.433664185759233,0.582079819348284,0.198066947071581,0.539020858273688
"cg11922563",0.397821747685629,0.381406718101378,0.36996810349207,0.299724844235849,0.25046322940974,0.264598800316343,0.364502277409059,0.183768634525407,0.407084825264565,0.166765598970295,0.325661477347824,0.187297269153072,0.359048644141187,0.343770080838156,0.18153133405159,0.442611014271027,0.435034966701342,0.359064496585894,0.350517821353424,0.304436621097532,0.32694774060844,0.372114359808002,0.11796453277959,0.426318755476149,0.170038047112346,0.312880439572539,0.281160018854854,0.456949593346449,0.127180430639176,0.436673708398061,0.413837928143351,0.284742821063934,0.141135031412894,0.107581537255935,0.325375353799718,0.109319311006336,0.273596239940346,0.364092595849039,0.178007204931622,0.338948353020071,0.245086926403572,0.474596137146944,0.183180944173657,0.25755858627565,0.262720296593536,0.369867554893038,0.405853498885033,0.468736801417824,0.0954975270664754,0.45069170093259
"cg02021919",0.513740028669266,0.544048043657383,0.409691526688966,0.429047914632273,0.340027361138336,0.26183745771241,0.444149016850879,0.257297642795927,0.49562093434787,0.307655380254762,0.377025024293098,0.183117467128935,0.406879325972938,0.419951499229353,0.43319366949094,0.540786163830707,0.651670353154529,0.372643193039234,0.451565134249679,0.429070503013625,0.456328501704219,0.486161356288095,0.331066148203357,0.614182849478061,0.207739406667462,0.435013393416907,0.412054021195773,0.548502424336717,0.176600272541855,0.522816072011214,0.433142732955634,0.406036971463139,0.260313211747921,0.177275345253982,0.509348307705354,0.252167064759069,0.479436420737092,0.412922995196624,0.36526203206467,0.44627593001179,0.543483514954967,0.556378895559498,0.278517100832182,0.415624186729954,0.378778472734297,0.501356871750053,0.47060952044926,0.477340622963149,0.174307704926337,0.531083167178479
"cg18380211",0.858645398255287,0.895553007636847,0.834502260396861,0.892508811262432,0.853262244070564,0.832176756359162,0.897921307675054,0.944128574456192,0.955747268196011,0.933970872268292,0.923395014961597,0.781961031822353,0.873814180530375,0.92359499590942,0.951410357137773,0.943146535547159,0.855092059184817,0.926865547496098,0.923267126647095,0.894970291366585,0.892900892934264,0.914338357219186,0.946119952811529,0.92588966526245,0.913713990697442,0.91524599505964,0.884622223132232,0.944504481604663,0.935094091712856,0.725979212730314,0.859227527705579,0.915554954295203,0.91984435201383,0.900954428828135,0.942721733397304,0.889177933635358,0.94667669664194,0.933245538865301,0.912799519330962,0.986348134696265,0.813704820009334,0.835953338702945,0.889035434343971,0.922508495176092,0.913073190893484,0.957929195903682,0.916379681105172,0.652347506621928,0.873774968084562,0.938723485190777
"cg10837404",0.904563212335281,0.83643583048421,0.877395112067872,0.881209338156785,0.938780839277803,0.960597470517279,0.856724788710423,0.982471289004665,0.942074091513072,0.963226427737331,0.927925027333973,0.955014387082094,0.920279103797383,0.894429143808587,0.928348907998,0.77788833830124,0.822418582324701,0.941708609730849,0.912648103516865,0.917571135307001,0.939152144112447,0.905817206092192,0.962191745522755,0.87658725285345,0.959426228086555,0.91893297293197,0.944223548691584,0.828679346935554,0.975889086656403,0.962792708289634,0.858299735042708,0.92366017265638,0.955886016330165,0.952447297775187,0.907492215709794,0.949331695706623,0.87332405715958,0.94589170476262,0.824400874653566,0.949695392015215,0.872989234335612,0.841543246304926,0.972913826128517,0.916334658571693,0.933349613440448,0.910714204559176,0.893544913843961,0.918699355731824,0.96926006725339,0.834227960575651
"cg24854175",0.600088977409154,0.831966982021161,0.770848144799398,0.793781354370863,0.896557362751982,0.854544231562738,0.843307399973532,0.894921444891824,0.822082572908615,0.86770176881897,0.864274369372522,0.910591301471071,0.835748662748446,0.896147422639243,0.806595182185061,0.877756476940984,0.911507157429318,0.779275942817673,0.831232358374242,0.845661670740666,0.749632442434507,0.83626290912566,0.836599403296345,0.897471080868272,0.909301226711943,0.853382423965317,0.859214671566912,0.870970646293158,0.878635443368266,0.793904795492876,0.904425145172226,0.842851314362608,0.913658773636781,0.966455004383169,0.851031579490813,0.9040000747124,0.925534273511026,0.840173959692538,0.859025619426655,0.878487653632703,0.785130020232756,0.801623365774638,0.888897147571355,0.835868690228827,0.898495113044978,0.877695914730577,0.756218691699305,0.413303895204206,0.963426407954507,0.748934144186453
"cg19628988",0.32004935847884,0.328318572309659,0.294242238581817,0.215870397750844,0.228681958411267,0.152380491709599,0.213449619235917,0.112435306194394,0.300863581935266,0.100757376416901,0.183627340445513,0.139062418707046,0.264117825912122,0.191937165243291,0.232147717575991,0.279906847325784,0.262839822108926,0.156239497348314,0.241646345270807,0.183455962784482,0.194974081018773,0.242402344602304,0.134403076453741,0.233901058831387,0.099231222803665,0.310182984509897,0.161786882377106,0.308982028745309,0.0946183105960278,0.19172892232486,0.203667262232736,0.221105555279607,0.119019755362526,0.109978777280082,0.236751387704769,0.122719544508786,0.224157659069414,0.253120158990588,0.197385831606813,0.226825976137623,0.319476374398713,0.340796517420613,0.107268249044672,0.15878779119864,0.150940918273373,0.309335444403693,0.196457567858634,0.250180774501761,0.0781468152236797,0.310510893301301
"cg09109411",0.433430025335545,0.376730533415223,0.309142971139314,0.315225451294217,0.210374642576832,0.206606987163142,0.305512338458562,0.161226797933059,0.382041442116846,0.207164788944953,0.364739218180663,0.159386863176294,0.349190508494994,0.341136863065707,0.346521002201638,0.474602486700737,0.494836193997612,0.273747440462245,0.332682803232897,0.305591037000565,0.326268544391456,0.399110411870799,0.242491887300761,0.381523060671396,0.194638934711441,0.361780265391947,0.272977706741935,0.447340785398899,0.0990951867531235,0.340907355176798,0.355907796184292,0.329625024551275,0.154220400105256,0.100764178654152,0.386253798350846,0.192981847661665,0.390201029596655,0.291934541653586,0.339961722394418,0.347109715871987,0.398528762934571,0.494442082137011,0.214668262523812,0.28964524417934,0.251210777632581,0.381149706620827,0.364825107743372,0.436565876675922,0.114633061217003,0.448148298683952
"cg09453312",0.768136498913685,0.620572118305982,0.76476820572873,0.851493807944055,0.868194560357178,0.862819249405642,0.838509990005167,0.853834190399977,0.778946107718056,0.881725356136808,0.820088393119991,0.888285767769331,0.755226887396478,0.762947378065529,0.753499620488566,0.616193552843538,0.657643686970355,0.751295383922035,0.756766508317216,0.770159832731308,0.780444331330011,0.732373133025339,0.84909847817715,0.619508122993484,0.862292166864444,0.794583468642983,0.841177010130496,0.694532919162517,0.927716561570873,0.786710621300634,0.777377451088012,0.716481338233964,0.910592462180846,0.93147347513779,0.718222715956166,0.826544362962601,0.729841707250181,0.783595414562635,0.717957954456524,0.789018334435844,0.6273663799941,0.696674164135252,0.870924474300246,0.814460441991976,0.80769819171352,0.716121176505312,0.652730904921239,0.717898590898055,0.9774075537332,0.679046331713932
"cg21237481",0.835774252325468,0.855992498384087,0.880960228006001,0.930856883870458,0.825124700180382,0.79995918001744,0.859865288583536,0.798871345809299,0.880005348573059,0.874000090486016,0.832675511916374,0.820097250576917,0.87635979627902,0.853618340138749,0.838596798750265,0.887952824370102,0.875798252375809,0.828041248989173,0.875607721107142,0.802490007019192,0.851669706155843,0.89157302345171,0.837640288819524,0.801316093491049,0.866868064466128,0.885066020741483,0.843062333097568,0.907859161869992,0.800395853004734,0.873054191929072,0.872405157208244,0.838923451399441,0.873899843785596,0.766253252404994,0.873058610217556,0.841060351394978,0.877957347863263,0.901005302383914,0.800008728315675,0.873407041790012,0.876662253062263,0.850573269191079,0.878901346179001,0.887788825565846,0.817599929510123,0.881172662458326,0.910322269728946,0.814087829160003,0.801378793377441,0.9198262437547
"cg04003615",0.47225153194305,0.480993793717698,0.56387456130533,0.490509343724339,0.422530739625422,0.479585834788256,0.498255081294761,0.389419826238084,0.559271554167367,0.363724081283795,0.478823233436256,0.29630101197941,0.437456117014827,0.483076548694623,0.490599049832712,0.648014054643036,0.576261853954946,0.443335650471856,0.517741853550262,0.478827485799442,0.488754593823236,0.51747720155778,0.404363882640546,0.581087632898834,0.382255373759218,0.438975013735751,0.465279046958479,0.612056566812901,0.348181513733035,0.540772011084181,0.548285340192008,0.406923992920858,0.3915767034557,0.306576397177608,0.506789137200057,0.391938421368879,0.500722990533046,0.54098599996955,0.451745652932382,0.480963187582459,0.490934566509473,0.573140126310264,0.342173589508123,0.434368205070041,0.423358704402317,0.488673728812034,0.521839857545113,0.576147761379357,0.297880681314958,0.560338860794619
"cg20661080",0.841214033424727,0.740154752375842,0.790167883609245,0.813317349598462,0.872604836646552,0.76508014166597,0.83076230041504,0.930482134923764,0.815208098873585,0.868944834870144,0.837388993961115,0.928490786875135,0.799343372091337,0.747386593240532,0.806311062026634,0.636321639657673,0.696743896606225,0.847998244075912,0.785257086385359,0.758765360422463,0.7853993471561,0.715490628710449,0.859476154628371,0.754343443207978,0.844723609978196,0.850206186299694,0.939028017180405,0.655755187386453,0.939148437171414,0.806031745558157,0.775727597734536,0.840333921669659,0.887275460174968,0.965928984077868,0.822782934252242,0.878784137759733,0.781465362907207,0.811747261035353,0.783713784771028,0.872806812710533,0.6427366755654,0.685063785368302,0.943903341974981,0.776553428464687,0.864461212919408,0.683986707562325,0.799450853964284,0.831434851208371,0.953081206311532,0.688737291780095
"cg26166854",0.81822706283455,0.645646339507336,0.749580538525738,0.699937289740608,0.882251600724583,0.848212237929234,0.746599829632078,0.94658597191921,0.80807859942005,0.886576000534147,0.85427543984448,0.856394149629899,0.756302955752357,0.844503435313714,0.808033270953338,0.659469028547047,0.652880339107261,0.718511194991282,0.751538483191025,0.762046732548562,0.852872642409478,0.797467255121825,0.930105957366639,0.704530984807101,0.798867867180062,0.837900922044749,0.837777392853263,0.684324462511609,0.975809811144409,0.707194882780575,0.794175900920525,0.770594758952824,0.949645399448671,0.95639224064437,0.761427205033907,0.965058074075556,0.766189392599017,0.812763709689314,0.808127264033303,0.836051585222775,0.739192434178688,0.695278806055028,0.936531406379625,0.759677178890251,0.808085545725264,0.836044221683052,0.715415299579738,0.679704388921084,0.960419631800394,0.625430333387193
"cg14919455",0.355602935119896,0.409699101502425,0.381921209708393,0.356032047018715,0.258321609608802,0.206797776548287,0.400755871986062,0.206530453983815,0.42824936732377,0.215789014621242,0.37475097906793,0.19973668190879,0.39667564096958,0.352075360962543,0.398463745098488,0.492106685069607,0.466268448829941,0.375379533526877,0.382836695130148,0.362300755440595,0.389695110224587,0.382824867559921,0.292513411779427,0.433692502524054,0.197021211306641,0.409095009605933,0.320649678405284,0.515173673332834,0.147845026992529,0.395874429029093,0.395943953775647,0.337354472217072,0.22765273790114,0.169267451168944,0.422711046005818,0.208686191548022,0.397213739340974,0.359530886446688,0.382419520008596,0.398264456939435,0.410998150765495,0.512086750411007,0.224324185311186,0.325574747678002,0.286231969502959,0.414749205388201,0.390839170692785,0.515529069895458,0.144309498169711,0.493021659334632
"cg25025545",0.258161589245667,0.351107994809672,0.32275524253492,0.243169740183419,0.174000494293802,0.177778707079596,0.308768882384635,0.161207823770741,0.389939199531557,0.165379146472921,0.261160424159006,0.135700292910333,0.344673609091449,0.285238774657575,0.310624395611947,0.394690559927269,0.420394962911369,0.333163179148538,0.288047924819441,0.254562845843601,0.332981916802206,0.343142744762214,0.229856496795649,0.369129642962419,0.177297866622359,0.301074314206275,0.296150246928729,0.439287736152148,0.100133887411145,0.309665062627695,0.309377658571453,0.282341817043406,0.125787850512991,0.0968729977749693,0.37942522686707,0.1523583104211,0.28533338265377,0.257692726055874,0.30568698057964,0.313856179464888,0.39662019380697,0.446971883224759,0.175885111245985,0.273021196390767,0.216162807909452,0.347263946178098,0.320847845817383,0.482077001832729,0.09164134312706,0.415666121741384
"cg20487608",0.205680911457984,0.277422865995909,0.262503968476214,0.161018835478139,0.182014494358204,0.138891147455378,0.296904714942971,0.106902168898345,0.300259514549721,0.107647478826279,0.253173409097375,0.0957397241015255,0.226200222583311,0.255092390680476,0.244231731912873,0.359697537658911,0.309506896023232,0.234118722318193,0.223117720803555,0.19163520813552,0.241711395170498,0.247503269218279,0.075754682684398,0.273088647754733,0.131104978610455,0.2914841040579,0.177063407984162,0.225616267924878,0.0465763109380086,0.246386221137147,0.3340140643514,0.239121986619207,0.098895084533974,0.0625500242062633,0.256779543992425,0.102869592964231,0.260370131264788,0.20133167438877,0.213172881718465,0.230466182632906,0.289829701878152,0.351350313414923,0.114381163564683,0.159170281774237,0.155891105739492,0.276437657516715,0.223383979506682,0.269271239333036,0.060228915461328,0.329684350465621
"cg02832512",0.494771840144072,0.44934760102443,0.43195972123753,0.395692221992871,0.345266713963209,0.388383150528316,0.422382852720794,0.234615287589417,0.4608621316693,0.293426837782541,0.36817864937635,0.267168756862895,0.406215050857082,0.408367069108884,0.381279805843508,0.55146419859493,0.516126935537969,0.395780298834759,0.474498792052643,0.411475689469628,0.374246847688605,0.462608387442877,0.309151838092949,0.450482403401756,0.281513506256771,0.429664540630345,0.350199437440208,0.539156262802248,0.268029747815673,0.502606872087943,0.455271068242762,0.375795703438736,0.238610648862002,0.224155652130967,0.479523433548669,0.262355155111499,0.5092901843666,0.394081685960509,0.344739463779779,0.425871113671865,0.477963980755534,0.484984491749186,0.277607728110983,0.430863495032826,0.347881840793743,0.500746743312767,0.485341997262418,0.492799936444085,0.214625424242072,0.468412212224938
"cg10699171",0.658261615765888,0.535093211724139,0.639698701233864,0.736649994339117,0.745996694692326,0.707245966270192,0.590101279343729,0.746662948422873,0.545199903169034,0.719015780200286,0.738179934765161,0.743431322700776,0.626469805798647,0.660490438926266,0.608733104321615,0.565308117441439,0.459573201070864,0.638341621698006,0.682114441140233,0.679212651461439,0.653992302028499,0.544138258690468,0.777462266224638,0.619683871451554,0.721044133762531,0.709382114125087,0.666660574080666,0.472965637493778,0.863668836021026,0.801003966987994,0.58608816833621,0.614444438115472,0.799879178277595,0.813422701465088,0.563121185077457,0.743604666280707,0.643789177423869,0.65144424628067,0.655098538267197,0.569301364336215,0.520120471319004,0.467096487460945,0.777184953628098,0.710844552177375,0.706820277609793,0.591111884653238,0.57486932144712,0.527776461118355,0.813385723167029,0.473418386300575
"cg14268557",0.331035063442832,0.45090732191718,0.355120009841876,0.300938407771528,0.225755635630774,0.220307845537407,0.382219727187128,0.15870415312313,0.414893704305595,0.226454510400375,0.328034568181978,0.169506342814237,0.415315278083151,0.34995849473687,0.357276714199183,0.504488491253087,0.518920907965445,0.421224705336237,0.367556309168863,0.343821696261418,0.369525540943285,0.459222524904146,0.225641343799346,0.454819341470646,0.202272826482522,0.430041593369086,0.292010663213063,0.553818527779498,0.124957420885068,0.457553986994056,0.387886684983466,0.300739053836691,0.176838156099511,0.155953378202554,0.457267242388115,0.231082276746847,0.377375401940428,0.398446469842236,0.386513479962308,0.357955054000789,0.449385546439565,0.487138639175209,0.191187093448487,0.351384467793033,0.313886803786384,0.377654077004211,0.452911407605859,0.481309120463373,0.109863899251192,0.517226615422663
"cg11389756",0.28382848056946,0.364491192276215,0.32645911624741,0.269048698074992,0.186271661152305,0.155589609459718,0.378623196724315,0.0957073250466989,0.424282657780581,0.180278722916194,0.33995761076703,0.111188127319498,0.327588477976675,0.319470305746969,0.286795451143902,0.404988827074143,0.442754500557918,0.378421933060428,0.327522260694118,0.292206506523149,0.291099691193812,0.318079013184214,0.226806828719211,0.412638301831672,0.214060876273048,0.324925219849343,0.26806705031784,0.487504885772557,0.0863392104211386,0.315069255201759,0.353245507848011,0.276602522138138,0.136131763327129,0.123614166584082,0.396453776893358,0.175933916312379,0.33143290233775,0.320301590088345,0.344453178215845,0.328103068116185,0.358969854765071,0.458171898760248,0.209023185161592,0.295816010575086,0.256126403370655,0.38726990713963,0.356228551966396,0.405695332723403,0.0877625409349504,0.417406550724357
"cg14059339",0.379972977557872,0.40029459944105,0.3607724204114,0.317659145240688,0.233408006139536,0.193736958460622,0.466630572909349,0.182683803186809,0.521242177933676,0.257807105783439,0.34125586986011,0.163436107063499,0.397279134168455,0.328173414504417,0.327084608423782,0.534025570493257,0.55678063284527,0.358728231476997,0.365460287907848,0.335620134943462,0.379412645211597,0.395837423617887,0.196305675573803,0.538539518046112,0.243361090231925,0.404139827773587,0.345548380985464,0.491946103552287,0.104738615791322,0.472864394279888,0.446189367264248,0.348599009178388,0.166456276511691,0.177782999182799,0.457461727169029,0.20227212971085,0.427101888793235,0.33403133510787,0.385860983108342,0.39449257187641,0.43716297584898,0.54389800767611,0.234031593888682,0.334526417876341,0.276513629710676,0.478108529373269,0.359977480026655,0.509870361180954,0.108778802676444,0.481454173151127
"cg08279189",0.470805318226784,0.500177301018373,0.314329124065939,0.420441462088665,0.251269087965609,0.279356228663649,0.430408779502798,0.268423184326034,0.518387057866007,0.214897971708132,0.448535435009311,0.216659094339167,0.417664600847006,0.489127780196554,0.443133700330684,0.555417628016709,0.601490937775502,0.385624072829802,0.440031736512229,0.376157126243516,0.494955501423551,0.443007051002114,0.202126249212358,0.533581401036786,0.181501308034987,0.44974812249789,0.349268979802286,0.545343247751706,0.191408269132291,0.476421141487024,0.418235996410703,0.367331745573111,0.16304240521576,0.158012533895102,0.481378970252062,0.274362749600779,0.377367328336733,0.403630873881271,0.360435115913084,0.452846656820971,0.594533963543865,0.621099441092616,0.226046581730602,0.474840118963257,0.312903027201555,0.481910028161154,0.47609279432433,0.40975400563889,0.16062291610336,0.477517284856046
"cg13079571",0.363662971103177,0.467705081832812,0.443233204879363,0.341718134969058,0.306804077346301,0.308362049025425,0.354273834831767,0.233319660746227,0.436143589916948,0.280530660983357,0.418351728620903,0.245338610266998,0.430338316883568,0.378969364301833,0.411890970232765,0.500937689263992,0.502749614631186,0.354863227339685,0.356095423120127,0.403554699868643,0.435963059272108,0.437584427942726,0.341822634069949,0.494487309165374,0.287702910727938,0.45396934314625,0.400976215376591,0.542115580549704,0.169096957442773,0.525437921426548,0.408748679464582,0.380359490692693,0.242705360285806,0.188182141818854,0.486097534936704,0.274516271004975,0.430200840853418,0.37877891700423,0.416182376361144,0.436733366140528,0.482197777461404,0.498396959999389,0.258484447842165,0.407470524894735,0.334234898633429,0.436704534780059,0.442672744378783,0.517135759531388,0.202650206854941,0.554006976395664
"cg20978247",0.691212684750247,0.569468204170735,0.324908094341172,0.521638728196753,0.48979335531889,0.594475488798074,0.529786528908767,0.570563822475695,0.609770833890644,0.604313821716772,0.47381829539106,0.591057076177765,0.505217910110128,0.558282096208666,0.485236720599128,0.689316025975883,0.612660946262946,0.509931296002769,0.507725644213577,0.502704208666704,0.540964282281579,0.476776741017579,0.493949643599566,0.658008867851412,0.504856044758408,0.583805322509568,0.540924948387925,0.638649548609453,0.42490667731837,0.619307478877394,0.591126688312603,0.553329362686107,0.590467389665302,0.448152509579511,0.554104831029559,0.476170705974375,0.368851780408524,0.58271247685941,0.533196692127713,0.597882668045252,0.641948705554078,0.590901409205241,0.473250072218323,0.589464861864649,0.45303138100479,0.598816645896732,0.527256281358567,0.681880247778976,0.4896082000273,0.614436856098955
"cg00226923",0.917643087250125,0.817920061164604,0.886776308554792,0.867617927710066,0.928100920483727,0.935202411593655,0.858496974381574,0.93590077046031,0.822074612524797,0.877826919306921,0.834547682135514,0.896185770689175,0.856591119640916,0.838523209626148,0.894909843381808,0.874543897422635,0.743113899848895,0.87237811604348,0.853173222140148,0.858238729712338,0.815224744021494,0.863896370870738,0.885791315049609,0.841504988402398,0.914906618566411,0.907156646734515,0.858924774464711,0.708033515787953,0.929913623649662,0.870694063900376,0.870108984879093,0.891191383822595,0.906227390475405,0.908379181486726,0.854135445864779,0.885058899756863,0.815654358917537,0.887080555952101,0.775609380340185,0.764497513283687,0.825439401711226,0.842660234986648,0.884401403128924,0.878199227765772,0.890144803243566,0.853265300314503,0.825072012293745,0.92190193435879,0.907844228448679,0.803186454540873
"cg09310966",0.607999308157438,0.551687229074151,0.534560974530159,0.498669342641135,0.497938215283903,0.488386135697923,0.567684800860911,0.364815310500138,0.593894252517608,0.491228282373671,0.570032617304128,0.445943676325349,0.579638865833361,0.551350183033991,0.529176346984589,0.613148032272631,0.571166584189136,0.563820536503111,0.590990471424476,0.565652537749579,0.551376567996151,0.578769720184524,0.500400469185932,0.628933692676403,0.51933496211263,0.606275830359338,0.526406317804978,0.626355459057099,0.431969552303351,0.583004047528668,0.57794798157385,0.530065919650606,0.524164116099621,0.403809959104712,0.587550265671169,0.40614378021739,0.584192654812361,0.57136535640927,0.546605929408751,0.56759809884608,0.625800678955975,0.62785629768194,0.480634396496551,0.558685838139909,0.482523776627926,0.598395396967712,0.550756731645147,0.776267242726694,0.442333329491563,0.614420384935101
"cg04609694",0.425721798996913,0.38266793584537,0.413614903549045,0.368458545061549,0.321547701067957,0.265311712704209,0.40667701129118,0.225733812469151,0.448339296979537,0.275812610010188,0.360918589252232,0.205788325493365,0.37292225246198,0.375620172366702,0.364973601165451,0.480135774589779,0.501667108316863,0.389518742985006,0.368379107545495,0.348059420799578,0.369061545628648,0.401998484552683,0.306826116900334,0.471119815603779,0.221097192643228,0.411584196137653,0.334831134156383,0.542947761552746,0.145508910731236,0.534775934539995,0.438274642236739,0.34337170238024,0.169936078811223,0.149870092676579,0.415581925314401,0.237260556773443,0.379542646807432,0.352865962262713,0.357683145037301,0.375622252140787,0.509128763504549,0.502952598079303,0.254617299626216,0.297163342258427,0.29627524236287,0.383524924686841,0.44758862237098,0.615828319351005,0.132306662393542,0.504003170437144
"cg06963205",0.852452096931579,0.900225817132715,0.907531080335597,0.806922848241431,0.941792966085407,0.871379945320686,0.961304048569227,0.97133543021947,0.857681165632278,0.936226274686598,0.899947497562797,0.942183570805599,0.900841063380586,0.868936820729858,0.786791590821413,0.918209412404878,0.817062362508183,0.880704697920671,0.87943845923653,0.897219478526535,0.910083523086194,0.9134313917659,0.914057797758591,0.873177757953821,0.887705243335215,0.903595937867208,0.896185178059052,0.786898495769183,0.899737544664895,0.810672627377165,0.908584939324302,0.896803667964538,0.891332618403036,0.938688066183329,0.896528817078877,0.930367962956004,0.818505295480281,0.918226510691816,0.856213864992877,0.821081116035395,0.914038921954193,0.802057083511204,0.935935850748386,0.887297055813227,0.877002626903039,0.906953277953795,0.91295017041229,0.88498576570456,0.914786782919892,0.901330447966353
"cg18067520",0.824808900877738,0.863142402060389,0.889619225286374,0.905602207724644,0.885686017316504,0.965024594319949,0.914220269463828,0.931790824097412,0.93125082280551,0.876831568457106,0.958592801226855,0.912055043002738,0.899126799481523,0.837960709469823,0.847594340403641,0.892210196765006,0.810592274463256,0.919598681134459,0.915791264524467,0.787943827109111,0.897793958667446,0.868650370620972,0.868647794234543,0.836174767973391,0.897167312758079,0.83716309869286,0.873822898573727,0.826245201152318,0.869685527047231,0.860661505501253,0.892570776223005,0.833779120362819,0.907478120510792,0.868378997112213,0.888521298303997,0.907645630809958,0.792260411798811,0.927338648154858,0.828457191684006,0.796787513596614,0.885965154604948,0.873456304388936,0.919473191472218,0.856747855323445,0.846889898798056,0.908530804295657,0.891075753311715,0.897848123329702,0.869696284429781,0.893168034399272
"cg04642300",0.160530295010881,0.221090520863542,0.246987329443863,0.182080036911404,0.106130619444395,0.157797990594969,0.218739673610537,0.057936595373033,0.173612628257828,0.0946143765130463,0.152504543713731,0.102925636797159,0.164231828841734,0.150725735810658,0.170749327478121,0.296790542609591,0.245643017316187,0.098233211496942,0.188963880493961,0.180186179382038,0.133409573449769,0.197057427431628,0.100338507501163,0.214434718202122,0.0970393252808783,0.147098777313619,0.103784082461766,0.306040787797388,0.0563204437578202,0.231325222578701,0.239938728797342,0.152153146293052,0.0928146800539943,0.0865386222003187,0.225187749941337,0.0807748531022547,0.228045422322188,0.18382991793738,0.21046925583156,0.099718649866498,0.25011314156873,0.293654506232508,0.0612745516432145,0.149975218069726,0.148487110053716,0.165799139965704,0.185132315041614,0.140532979854978,0.0532548115922246,0.307698278219547
"cg13915752",0.886231332326487,0.939895939388647,0.951330770440307,0.92834263304052,0.951111467132454,0.878416744439206,0.912537337151887,0.93805289522383,0.949267742690612,0.946873965622278,0.943515876888146,0.847754172003912,0.942941441635686,0.941374124194923,0.942262316571196,0.934996186766043,0.912631140767703,0.953438737593189,0.931598475973261,0.918638060047697,0.923650269183632,0.935399925462112,0.942113393426437,0.915432566138623,0.947513064071553,0.953259734400281,0.95202758123657,0.866416662719429,0.900483387521382,0.866522368615326,0.906725062148033,0.940169043691062,0.96575716204525,0.945258183757763,0.935314752913418,0.937352330732538,0.930978782845221,0.930381243917916,0.871245446307687,0.893358265226714,0.915286929308733,0.934922370406734,0.958498228259177,0.954115753567912,0.935022694166055,0.914872095933246,0.919711139150437,0.855376334837546,0.939774713153279,0.893074494801663
"cg06297318",0.789737385790149,0.922457171049772,0.739199971220431,0.891846662062405,0.796134221437665,0.689156870987686,0.80721397597753,0.855255461144384,0.843831954882377,0.792768706040298,0.902301670564914,0.763900953827697,0.905362894530284,0.876601531667821,0.818455849042683,0.895839020257428,0.854578030413622,0.805825473300484,0.878823094788103,0.834107875972666,0.879253754637436,0.905699938996495,0.761663910175351,0.888795868462633,0.852629604520104,0.912090342600453,0.832373876960597,0.824206103578635,0.848303078066514,0.758384958245754,0.834203584761187,0.838163199010487,0.807804701650127,0.956767291315849,0.930759319918102,0.812794634779425,0.930724585115716,0.869594574718622,0.904198998586526,0.870698852773199,0.886622463244003,0.944849201158352,0.789611447267644,0.839476224327528,0.841898448645095,0.906567077160655,0.849930797426881,0.779013205645218,0.832427697534037,0.909455621900366
